0,
0,
0,
0,
0,4 30 292 325 417 
0,4 76 254 327 374 
0,4 19 183 300 310 
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,4 190 311 362 411 4 87 224 220 283 
0,4 165 248 327 338 
0,4 78 163 186 211 4 153 236 318 327 
0,4 159 239 317 328 
0,4 61 175 241 228 4 131 248 296 337 
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,4 179 250 302 314 
0,4 137 241 289 322 
0,4 154 101 200 124 4 87 137 160 170 4 160 290 339 387 
0,4 134 119 181 142 4 62 155 138 191 4 138 320 328 422 
0,4 0 141 48 178 4 122 131 169 152 4 49 166 127 202 4 127 333 314 430 
0,4 156 195 293 246 4 6 131 61 168 4 64 158 138 193 4 135 123 181 145 4 137 322 325 424 
0,4 8 108 61 144 4 232 133 341 172 4 64 135 143 170 4 138 100 185 122 4 137 303 329 407 
0,4 128 179 268 228 4 203 135 312 174 4 107 105 155 128 4 109 305 301 410 4 35 139 112 176 
0,4 194 118 300 159 4 103 89 148 112 4 31 122 105 158 4 104 284 289 382 
0,4 99 175 234 223 4 80 104 126 126 4 6 137 83 173 4 79 299 266 396 
0,4 57 329 251 430 
0,
0,4 0 89 50 127 4 129 87 178 110 4 50 120 131 155 4 119 298 310 401 
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,4 52 274 300 391 4 283 250 465 312 4 205 220 316 257 4 86 231 190 277 
0,4 304 245 488 310 4 75 270 328 391 4 229 214 344 252 4 109 224 216 272 
0,4 197 229 312 267 4 45 285 314 405 4 78 241 184 288 
0,4 267 279 452 344 4 36 302 297 425 4 187 249 301 287 4 69 260 174 307 
0,
0,
